activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,dti_bucket,decisioned,loan_purpose_label,action_taken_label,ltv,ltv_bucket
2024,549300SHE1JTCOWBP090,16740,NC,37097,37097060200,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,0,2,1,2,1,2,2,2,85000,41.667,6.375,0.104,2,2866.45,,850.0,,,180.0,,,2,2,2,2,205000.0,2,1,1,1,1,,42.0,42,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,2085,87.58,100300,40.0,393,935,57,36%-49%,True,Home Improvement,Loan Originated,41.46341463414634,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37101,37101041509,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,2,45000,17.358,5.925,-0.742,2,1954.4,,460.0,,,120.0,,,2,2,2,2,265000.0,2,1,1,1,1,,41.0,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,4191,25.48,122300,102.0,1088,1287,18,20%-<30%,True,Refinancing,Loan Originated,16.9811320754717,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37085,37085071402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,4,1,2,2,2,155000,,,,3,,,,,,360.0,,,2,2,2,2,,1,1,3,5,1,,71.0,,9,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,25-34,25-34,No,No,1,1,6,,,,,10,,,,11784,49.86,71500,99.0,982,3389,18,Missing,False,Other Purpose,Application Withdrawn,,Missing
2024,549300SHE1JTCOWBP090,99999,NC,37121,37121950400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,205000,50.0,6.25,-1.535,2,3933.0,,2000.0,,,360.0,,60.0,2,2,2,2,405000.0,1,1,3,5,1,,65.0,43,3,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,,1,1,6,,,,,10,,,,4882,10.3,71500,119.0,1719,2659,44,36%-49%,True,Home Purchase,Loan Originated,50.617283950617285,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37009,37009970502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,235000,100.0,7.275,-0.405,2,4292.5,,2350.0,,,360.0,,60.0,2,2,2,2,235000.0,1,1,3,5,1,,91.0,46,1,3,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,55-64,55-64,Yes,No,1,1,6,,,,,10,,,,3007,13.87,71500,89.0,783,1496,41,36%-49%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,25860,NC,37027,37027030700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,165000,101.205,6.9,-0.407,2,3527.42,,1680.0,,,360.0,,60.0,2,2,2,2,165000.0,1,1,3,5,1,,45.0,43,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,,1,1,6,,,,,10,,,,6690,9.49,78100,93.0,1818,2912,42,36%-49%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,25860,NC,37035,37035010403,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,375000,100.0,7.275,-0.442,2,5072.5,,2500.0,,,360.0,,60.0,2,2,2,2,375000.0,1,1,3,5,1,,165.0,20%-<30%,1,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,5555,35.84,78100,93.0,1016,1572,35,20%-<30%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,99999,NC,37155,37155961200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Male,5,0,2,1,1,1,2,2,2,135000,,,,3,,,,,,360.0,,,2,2,2,2,,1,1,3,5,1,,99.0,,9,9,2,,,,,5,,,,,2,4,1,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,2767,58.98,71500,82.0,623,1414,51,Missing,False,Home Purchase,File Closed for Incompleteness,,Missing
2024,549300SHE1JTCOWBP090,48900,NC,37129,37129012004,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Male,1,0,2,1,1,1,2,2,2,345000,88.312,6.575,-1.14,2,4700.72,,2500.0,,,360.0,,60.0,2,2,2,2,385000.0,1,1,3,5,1,,196.0,48,1,2,1,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,35-44,45-54,No,No,1,1,6,,,,,10,,,,3830,11.51,96300,168.0,1291,1480,28,36%-49%,True,Home Purchase,Loan Originated,89.6103896103896,80%-90%
2024,549300SHE1JTCOWBP090,99999,NC,37171,37171931101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,295000,74.684,7.0,0.088,2,4583.5,,2500.0,,,360.0,,,2,2,2,2,395000.0,1,1,3,5,1,,95.0,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,2874,15.0,71500,106.0,998,1330,37,36%-49%,True,Home Purchase,Loan Originated,74.68354430379746,60%-80%
2024,549300SHE1JTCOWBP090,15500,NC,37001,37001020502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,175000,57.627,7.0,0.121,2,3545.7,,1700.0,,,360.0,,,2,2,2,2,295000.0,1,1,3,5,1,,64.0,50%-60%,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,4299,73.46,77900,69.0,590,1522,42,50%-60%,True,Home Purchase,Loan Originated,59.32203389830508,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37047,37047930800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,4,1,2,2,2,145000,58.333,6.25,-1.515,3,3758.0,,1400.0,,,360.0,,60.0,2,2,2,2,245000.0,1,2,3,5,1,,49.0,38,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,3934,33.68,71500,119.0,1144,1773,38,36%-49%,True,Other Purpose,Loan Originated,59.183673469387756,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183054115,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,345000,89.975,6.825,-0.871,2,5577.4,,2500.0,,,360.0,,60.0,2,2,2,2,385000.0,1,1,3,5,1,,168.0,20%-<30%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,9855,60.8,122300,92.0,2545,2966,22,20%-<30%,True,Home Purchase,Loan Originated,89.6103896103896,80%-90%
2024,549300SHE1JTCOWBP090,99999,NC,37167,37167930901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,275000,100.0,7.275,-0.375,2,5063.69,,2500.0,,,360.0,,60.0,2,2,2,2,275000.0,1,1,3,5,1,,82.0,50%-60%,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,6,,,,,10,,,,2590,20.39,71500,116.0,919,1348,43,50%-60%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183052802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,255000,80.0,6.25,-1.195,2,4738.2,,2500.0,,,360.0,,60.0,2,2,2,2,315000.0,1,1,3,5,1,,130.0,<20%,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,<25,No,No,1,1,6,,,,,10,,,,5972,51.81,122300,63.0,1467,1941,43,<20%,True,Home Purchase,Loan Originated,80.95238095238095,80%-90%
2024,549300SHE1JTCOWBP090,49180,NC,37067,37067002604,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,695000,80.0,5.875,-0.064,2,4573.42,,2500.0,,,180.0,,,2,2,2,2,875000.0,1,1,3,5,1,,176.0,46,3,10,1,11.0,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,6519,38.66,81900,154.0,1576,1913,30,36%-49%,True,Home Purchase,Loan Originated,79.42857142857143,60%-80%
2024,549300SHE1JTCOWBP090,15500,NC,37001,37001020802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,2,0,2,1,1,1,2,2,2,235000,100.0,7.275,-0.355,3,,,,,,360.0,,60.0,2,2,2,2,235000.0,1,1,3,5,1,,98.0,20%-<30%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,6175,69.04,77900,55.0,911,2241,59,20%-<30%,False,Home Purchase,Approved but Not Accepted,100.0,90%-100%
2024,549300SHE1JTCOWBP090,48900,NC,37019,37019020304,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,1,1,2,2,2,665000,77.193,6.25,-1.558,2,5533.97,,2500.0,,,360.0,,60.0,2,2,2,2,855000.0,1,1,3,5,1,,228.0,50%-60%,3,2,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,55-64,55-64,Yes,No,1,1,6,,,,,10,,,,8816,6.39,96300,119.0,3898,4888,15,50%-60%,True,Home Purchase,Loan Originated,77.77777777777779,60%-80%
2024,549300SHE1JTCOWBP090,16740,NC,37119,37119005511,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,1,1,2,2,2,265000,100.0,7.025,-0.444,2,5099.9,,2500.0,,,360.0,,60.0,2,2,2,2,265000.0,1,1,3,5,1,,299.0,41,1,2,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,25-34,55-64,No,Yes,1,1,6,,,,,10,,,,4242,78.85,100300,87.0,551,717,25,36%-49%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,99999,NC,37079,37079950301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,225000,100.889,6.9,-0.684,2,4612.2,,2269.0,,27.35,360.0,,60.0,2,2,2,2,225000.0,1,1,3,5,1,,102.0,38,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,4304,59.46,71500,122.0,979,1953,29,36%-49%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,99999,NC,37077,37077970606,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,1,2,2,2,235000,72.231,,,3,,,,,,360.0,,,2,2,2,2,325000.0,1,1,3,5,1,,61.0,>60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,1,,,,2239,52.21,71500,135.0,513,832,18,>60%,True,Home Purchase,Application Denied,72.3076923076923,60%-80%
2024,549300SHE1JTCOWBP090,16740,NC,37071,37071032301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,405000,100.5,6.65,-1.033,2,4950.22,,2500.0,,,360.0,,60.0,2,2,2,2,405000.0,1,1,3,5,1,,100.0,36,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,3309,27.44,100300,88.0,698,985,42,36%-49%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,99999,NC,37077,37077970601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,255000,,,,3,,,,,,360.0,,60.0,2,2,2,2,,1,1,3,5,1,,101.0,,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,6305,28.23,71500,145.0,1626,2356,22,Missing,False,Home Purchase,Application Withdrawn,,Missing
2024,549300SHE1JTCOWBP090,24780,NC,37147,37147001200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,205000,100.983,6.65,-1.105,2,4421.15,,2055.5,,,360.0,,60.0,2,2,2,2,205000.0,1,1,3,5,1,,73.0,45,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,6349,33.3,84700,93.0,1887,2947,30,36%-49%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,16740,NC,37025,37025042601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,335000,66.189,6.75,0.274,2,4859.3,,2500.0,,27.35,360.0,,,2,2,2,2,505000.0,1,1,3,5,1,,164.0,20%-<30%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,5626,26.22,100300,162.0,1669,1783,25,20%-<30%,True,Home Purchase,Loan Originated,66.33663366336634,60%-80%
2024,549300SHE1JTCOWBP090,16740,NC,37097,37097061603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,1,1,2,2,2,315000,100.0,6.9,-0.68,2,4929.56,,2500.0,,,360.0,,60.0,2,2,2,2,315000.0,1,1,3,5,1,,249.0,20%-<30%,3,3,2,,,,,2,,,,,1,2,3,,,,,3,,,,,1,2,1,2,1,2,65-74,45-54,Yes,No,1,1,6,,,,,10,,,,5467,34.46,100300,63.0,681,1362,20,20%-<30%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,25860,NC,37027,37027030801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,245000,100.837,6.9,-0.511,2,4580.1,,2410.0,,,360.0,,60.0,2,2,2,2,235000.0,1,1,3,5,1,,76.0,40,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,3538,10.06,78100,80.0,1097,1599,37,36%-49%,True,Home Purchase,Loan Originated,104.25531914893618,>100%
2024,549300SHE1JTCOWBP090,99999,NC,37005,37005950200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,1,205000,80.0,6.25,,3,,,,,,360.0,,60.0,2,2,2,2,255000.0,1,3,3,5,3,,108.0,>60%,3,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,3762,21.08,71500,75.0,1087,1968,42,>60%,True,Home Purchase,Loan Originated,80.3921568627451,80%-90%
2024,549300SHE1JTCOWBP090,24660,NC,37081,37081014412,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,1,1,2,2,2,265000,,,,3,,,,,,360.0,,60.0,2,2,2,2,,1,1,3,5,1,,90.0,,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,2823,43.92,80700,86.0,744,1023,29,Missing,False,Home Purchase,File Closed for Incompleteness,,Missing
2024,549300SHE1JTCOWBP090,49180,NC,37067,37067003103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,0,2,1,1,1,2,2,2,235000,100.851,6.65,-0.9,2,4249.7,,2370.0,,,360.0,,60.0,2,2,2,2,235000.0,1,1,3,5,1,,119.0,36,2,3,2,,,,,2,,,,,2,2,1,5.0,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,5934,17.68,81900,125.0,1988,2293,32,36%-49%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183054213,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,465000,100.0,7.275,-0.402,2,4907.78,,2500.0,,,360.0,,60.0,2,2,2,2,465000.0,1,1,3,5,1,,149.0,42,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,4462,35.45,122300,172.0,1048,1040,17,36%-49%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,24660,NC,37157,37157041400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,135000,100.0,6.9,-0.674,2,3196.1,,1340.0,,,360.0,,60.0,2,2,2,2,135000.0,1,1,3,5,1,,50.0,40,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,,1,1,6,,,,,10,,,,3019,55.61,80700,69.0,686,1406,61,36%-49%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,99999,NC,37139,37139960100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,95000,102.094,7.025,-0.464,2,3287.66,,975.0,,,360.0,,60.0,2,2,2,2,95000.0,1,1,3,5,1,,44.0,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,,1,1,6,,,,,10,,,,1415,67.56,71500,80.0,192,702,0,20%-<30%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,99999,NC,37153,37153970600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,225000,100.0,7.025,-0.5,2,4615.0,,2200.0,,,360.0,,60.0,2,2,2,2,225000.0,1,1,3,5,1,,67.0,43,1,3,14,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,No,1,1,6,,,,,10,,,,3990,61.73,71500,57.0,662,1522,36,36%-49%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,99999,TN,47059,47059090900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,235000,90.0,6.575,-0.937,2,4415.85,,2385.0,,,360.0,,60.0,2,2,2,2,265000.0,1,1,3,5,1,,113.0,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,5342,7.45,69100,102.0,1816,2508,31,50%-60%,True,Home Purchase,Loan Originated,88.67924528301887,80%-90%
2024,549300SHE1JTCOWBP090,24660,NC,37081,37081015901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,455000,100.0,6.9,-0.698,2,5002.74,,2500.0,,,360.0,,60.0,2,2,2,2,455000.0,1,1,3,5,1,,246.0,30%-<36%,3,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,6175,15.81,80700,165.0,1613,1987,25,30%-<36%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,24660,NC,37081,37081015500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,1,1,2,2,2,245000,100.0,,,3,,,,,,360.0,,60.0,2,2,2,2,245000.0,1,1,3,5,1,,108.0,30%-<36%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,3,,,,7211,73.39,80700,84.0,1465,2347,24,30%-<36%,True,Home Purchase,Application Denied,100.0,90%-100%
2024,549300SHE1JTCOWBP090,24660,NC,37081,37081016405,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,175000,101.176,7.025,-0.477,2,3940.2,,1720.0,,,360.0,,60.0,2,2,2,2,175000.0,1,1,3,5,1,,48.0,48,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,,1,1,6,,,,,10,,,,1770,65.93,80700,59.0,432,249,35,36%-49%,True,Home Purchase,Loan Originated,100.0,90%-100%
2024,549300SHE1JTCOWBP090,49180,NC,37059,37059080101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,125000,64.103,5.875,0.038,2,3171.5,,1250.0,,,180.0,,,2,2,2,2,195000.0,1,1,3,5,1,,61.0,40,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,4038,16.44,81900,93.0,1285,1962,29,36%-49%,True,Home Purchase,Loan Originated,64.1025641025641,60%-80%
2024,549300SHE1JTCOWBP090,25860,NC,37027,37027031301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,455000,75.013,6.25,-1.513,2,5367.37,,2500.0,,,360.0,,60.0,2,2,2,2,595000.0,1,1,3,5,1,,98.0,45,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,4394,9.7,78100,153.0,1685,1917,20,36%-49%,True,Home Purchase,Loan Originated,76.47058823529412,60%-80%
2024,549300SHE1JTCOWBP090,49180,NC,37057,37057061102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,205000,85.0,5.875,0.03,2,4217.4,,2040.0,,,180.0,,,2,2,2,2,245000.0,1,1,3,5,1,,136.0,<20%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,4353,13.74,81900,82.0,1484,1780,35,<20%,True,Home Purchase,Loan Originated,83.6734693877551,80%-90%
2024,549300SHE1JTCOWBP090,24780,NC,37147,37147001601,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Race Not Available,Joint,1,0,2,1,1,1,2,2,2,125000,90.0,5.875,-0.113,2,3145.67,,1215.0,,,180.0,,,2,2,2,2,135000.0,2,1,1,1,1,,64.0,20%-<30%,1,9,2,,,,,2,,,,,2,2,6,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,4177,31.96,84700,136.0,1333,1833,22,20%-<30%,True,Home Purchase,Loan Originated,92.5925925925926,90%-100%
2024,549300SHE1JTCOWBP090,99999,NC,37011,37011930301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,2,0,2,1,1,1,2,2,1,105000,51.282,5.925,,3,,,,,,120.0,,,2,2,2,2,195000.0,1,3,3,5,1,,213.0,<20%,9,3,2,,,,,1,,,,,1,2,5,,,,,5,,,,,1,2,2,1,1,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,3351,11.16,71500,88.0,1268,2499,38,<20%,False,Home Purchase,Approved but Not Accepted,53.84615384615385,<=60%
2024,549300SHE1JTCOWBP090,24660,NC,37151,37151031401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,205000,72.382,7.0,0.109,2,3418.0,,2000.0,,,360.0,,,2,2,2,2,275000.0,1,1,3,5,1,,48.0,42,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,5434,22.58,80700,108.0,1182,1855,50,36%-49%,True,Home Purchase,Loan Originated,74.54545454545455,60%-80%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183053206,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,4,0,2,1,1,1,2,2,2,175000,,,,3,,,,,,180.0,,,2,2,2,2,,1,1,3,5,1,,54.0,,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,5759,35.6,122300,110.0,1440,1588,16,Missing,False,Home Purchase,Application Withdrawn,,Missing
